ID,Title,Topic,Category,URL,Description,Words,Duration,YouTube Title,Video Path
31,KANNADA - BOTTLE ROCKET - 17 JAN 2016 -,10,Air and sound,https://www.youtube.com/watch?v=6tZ8l8Gb1wE,"As you pump in air in a plastic bottle it launches straight up like a ROCKET. To make this BOTTLE ROCKET you need a plastic bottle, cycle pump, rubber cork, pin, cycle ball bearing and 2 different diameters of plastic flexi-tubes. On one tube the ball will sit and not go inside. In the other tube the ball will move freely. Take a rubber cork with a hole – readily available in any science lab. Tight fit 30-cm of the fat flexi-tube in it. Push a paper pin in the tube about 5-cm from the cork. The pin will act as a stopper for the steel ball. Then insert the thin tube with the blue end in the fat tube. The ball will move in the space between the pin and the blue end. This will make a one-way valve. Seal the joint between the two tubes. Insert the other end of the thin tube deep into the bicycle pump hose. Tape the joint to prevent leakage. The main apparatus has been assembled.
As you pump you will see the ball moving – like a one-way valve. Air can go from the tube to the cork but not the other way round. Fix a plastic bottle to the cork. Hold only the cork and ask your friend to pump air. On pumping air the bottle will soon take-off and launch itself like a ROCKET. Now, fill quarter of the bottle with water. Once again press fit the cork in the bottle mouth. On filling compressed air in the bottle at some stage it will take off and shoot into air and fall 100-meters away. This is a community experiment and many people can collectively enjoy it.




Credits:,Ashok Rupner, Manish Jain, Pradnya Pujari, Shivaji Mane, Jyoti Hiremath, Arvind Gupta, Vidula Mhaiskar","bottle, plastic, hole, water, ball, rupner, rubber, air, press, mouth, tube, pump, paper, inside, hold, move, experiment, moving, push, fit, tape, fat, thin, fill, flexi, fix, cork, science, cycle, pin, insert, fall, tubes, act, seal, rocket, tight, shoot, blue, steel, compressed, stopper, joint, pumping, leakage, filling, prevent, bicycle, meters, enjoy, bearing, readily, launch, straight, freely, sit, round, hose, apparatus, quarter, assembled, friend, space, main, stage, collectively, community, deep, diameters, lab, launches, people, valve",2 MIN 56 SEC,Bottle Rocket | Kannada,downloads/Bottle Rocket | Kannada.mp4
32,KANNADA - BOYLE'S COMPRESSIBILITY - 10 AUG 2016 -,6,Mixing and reactions,https://www.youtube.com/watch?v=cRG7QbSZiMM,"The bottle is filled with water; the balloon is filled with air. If I press the bottle from outside, will the balloon shrink in size? Let’s try this experiment. For doing this simple experiment you will need a plastic bottle, a baby balloon, thread and some steel nuts as weights. Hang the baby balloon inside the bottle with the nuts hanging outside. Screw the lid tightly. Now try and press the bottle from the outside with your hand. The balloon will shrink – but only a little bit and its shrinking may not be visible. Now open the lid and fill the bottle half with water. The top half will be air. Push the baby balloon with the nuts inside the bottle. Screw the lid tightly. The balloon will be floating in water. Now press the bottle from outside. The balloon inside will shrink – but only a little bit. In the final round fill the bottle completely with water. Press the bottle from the outside with both hands. The water in bottle is almost incompressible but the air inside the balloon can shrink. This time you will see the balloon visibly shrinking in size. This experiments shows that air can be compressed much more, while water is relatively incompressible.

This work is supported by IUCAA (www.iucaa.in) and TATA Trust (http://www.tatatrusts.org/) and (www.tata.com/aboutus/sub_index/Tata-trusts)



Credits:,Ashok Rupner, Manish Jain, Pradnya Pujari, Shivaji Mane, Jyoti Hiremath, Arvind Gupta, Vidula Mhaiskar

Dubbed in Kannada by PK Nanawaty","balloon, water, air, experiment, size, shrink, fill, rupner, inside, baby, press, time, push, bit, hand, thread, compressed, hang, hands, filled, floating, top, plastic, simple, round, tightly, incompressible, nuts, let’s, iucaa, bottle, half, visibly, tata, steel, shrinking, hanging, trust, visible, aboutus, final, sub_index, trusts, www.iucaa.in, www.tata.com, www.tatatrusts.org, experiments, weights, completely, screw, supported, lid",1 MIN 57 SEC,Boyle's Compressibility | Kannada,downloads/Boyle's Compressibility | Kannada.mp4
33,KANNADA - BALANCING NAILS - 04 NOV 2009 -,4,Electricity and magnets,http://www.youtube.com/watch?v=EHfNVNVdau0,"Can you balance a dozen nails on the head of one? It looks impossible. But by arranging 4-inches long nails in a particular pattern you can easily balance them on the head of a vertically nail. This amazing experiment can be done by children in the remotest villages.
http://www.arvindguptatoys.com/toys/balnails.html ","nails, experiment, balance, amazing, children, pattern, easily, head, dozen, nail, inches, arranging, balnails.html, remotest, villages, vertically, impossible",1 MIN,BALANCING NAILS -  KANNADA - 5 MB,downloads/BALANCING NAILS -  KANNADA - 5 MB.mp4
34,KANNADA - BALANCING BALLERINA - 04 NOV 2009 -,1,Spinning and moving objects,http://www.youtube.com/watch?v=SfnPm-7z97w,"How does a ballerina balance and walk on a tight rope? This simple toy will help you understand the practical aspects of stability, balance and center of gravity. You will need a bicycle spoke, card sheet, wire and magnets to make it.
http://www.arvindguptatoys.com/toys/balancingdoll.html","card, spoke, magnets, wire, center, sheet, simple, gravity, bicycle, balance, tight, rope, stability, understand, walk, aspects, balancingdoll.html, ballerina, practical",1 MIN 29 SEC,BALANCING BALLERINA - KANNADA - 20 MB,downloads/BALANCING BALLERINA - KANNADA - 20 MB.mp4
35,KANNADA - BALANCING DOLL - 26 JAN 2011 -,1,Spinning and moving objects,http://www.youtube.com/watch?v=LICh875F2mI,"This Balancing Doll is intriguing and you can play with it for long hours. The doll's pivot is perched on a wooden tripod. Its long arms extend down and have wooden blocks for hands. This lowers its center of gravity. Even if you rock it or spin it, it still stands erect. Give it a spin and it will keep twirling for a long time. 
http://www.arvindguptatoys.com/toys/cg.html","spin, center, wooden, hands, gravity, doll, pivot, time, arms, balancing, perched, lowers, stands, erect, hours, rock, play, intriguing, twirling, blocks, cg.html, tripod, doll's, extend",1 MIN,BALANCING DOLL - KANNADA - 12MB.wmv,downloads/BALANCING DOLL - KANNADA - 12MB.wmv.mp4
36,KANNADA - BALANCING BICYCLE - 07 AUG 2011 -,1,Spinning and moving objects,http://www.youtube.com/watch?v=YfQifoN6SqU,"This balancing bicycle is like an acrobat balancing on a tight rope. The heavy weights hanging from the wire loop lowers its center of gravity. The bicycle will stand and remain balanced on a tight string. On lowering one end of the string the bicycle will move towards that end. Keep playing, having fun!
http://www.arvindguptatoys.com/toys/balancingtoy.html","wire, center, stand, heavy, gravity, string, move, fun, remain, bicycle, balancing, loop, tight, hanging, playing, lowers, acrobat, rope, weights, lowering, balanced, balancingtoy.html",1 MIN 29 SEC,BALANCING BICYCLE - KANNADA - 20MB.wmv,downloads/BALANCING BICYCLE - KANNADA - 20MB.wmv.mp4
37,KANNADA - BALANCING BOY - 11 DEC 2011 -,1,Spinning and moving objects,http://www.youtube.com/watch?v=QDq8GP1oYE8,"The Balancing Boy is made from all kinds of odd things -- plastic boxes, lids, toothpaste tubes etc. A few ring magnets are stuck to make the body heavy and easy to balance. On giving it a little twirl the toy will keep dancing, spinning and rocking for a long time. http://www.arvindguptatoys.com/toys/Balancingboy.html","spinning, magnets, ring, plastic, heavy, body, time, twirl, balance, balancing, lids, tubes, stuck, easy, odd, giving, kinds, balancingboy.html, boy, toothpaste, dancing, rocking, boxes",1 MIN 15 SEC,BALANCING BOY - KANNADA - 8MB.avi,downloads/BALANCING BOY - KANNADA - 8MB.avi.mp4
38,KANNADA - CANDLE SEESAW - 11 DEC 2011 -,3,Heat and air,http://www.youtube.com/watch?v=hnJvgruPnGg,"A candle with lighted wicks on both ends is delicately pivoted on a needle axle. As wax drips from one end it becomes lighter and the candle tips the other way. The candle does a see-saw dance while burning on both ends.
http://www.arvindguptatoys.com/toys/candleseesaw.html ","candle, burning, wax, lighter, lighted, needle, pivoted, tips, axle, dance, candleseesaw.html, delicately, drips, wicks",1 MIN 18 SEC,CANDLE SEESAW - KANNADA - 8MB.avi,downloads/CANDLE SEESAW - KANNADA - 8MB.avi.mp4
39,KANNADA - DOLL ON ROPE - 11 DEC 2011 -,1,Spinning and moving objects,http://www.youtube.com/watch?v=qnb5qXjX1YQ,"Remove the metal discs of two old floppies and stick them back-to-back to make a smooth pulley. Place this pulley in a ""U"" wire frame weighted with heavy nuts to lower its center of gravity. Stick a doll on the frame. Place the pulley on an inclined tight string to see the doll roll down.
http://www.arvindguptatoys.com/toys/Dollonrope.html ","stick, wire, center, heavy, gravity, string, metal, doll, lower, tight, frame, remove, smooth, nuts, discs, weighted, roll, inclined, dollonrope.html, floppies, pulley",1 MIN 41 SEC,DOLL ON ROPE - KANNADA - 13MB.avi,downloads/DOLL ON ROPE - KANNADA - 13MB.avi.mp4
40,KANNADA - BALANCING WIREMAN - 30 JAN 2012 -,1,Spinning and moving objects,http://www.youtube.com/watch?v=SXcTnt1FS1Q,"The wireman has long arms with heavy weights which lower its center of gravity. Place it on top of a stick and give it a little twirl. The toy will rock and spin and dance to your amusement. 
http://www.arvindguptatoys.com/toys/Balancingwireman.html ","spin, stick, top, center, heavy, gravity, lower, arms, twirl, dance, rock, weights, wireman, amusement, balancingwireman.html",1 MIN,BALANCING WIREMAN - KANNADA - 6MB.avi,downloads/BALANCING WIREMAN - KANNADA - 6MB.avi.mp4
41,KANNADA - SYNTHETIC JELLY - 11 DEC 2011 -,6,Mixing and reactions,http://www.youtube.com/watch?v=UjvYS0T353k,"Mix borax and synthetic glue with a little bit of water in a bowl. Add some food color. Soon the borax will make a cross-linked polymer and the mixture will soon turn into a semi-solid gel. Like with play-dough you can use this gel to make many interesting animals and shapes.
http://www.arvindguptatoys.com/toys/Syntheticjelly.html ","water, color, add, mixture, bit, gel, polymer, play, mix, borax, solid, linked, food, cross, bowl, semi, synthetic, syntheticjelly.html, dough, shapes, animals, glue",1 MIN 57 SEC,SYNTHETIC JELLY - KANNADA - 16MB.avi,downloads/SYNTHETIC JELLY - KANNADA - 16MB.avi.mp4
42,KANNADA - ROCKING TOY - 30 JAN 2012 -,5,Shapes and structures,http://www.youtube.com/watch?v=fv6HAvBna3M,"The rocking toy is great fun. Two cycle spokes are inserted at an angle in a lid with two crazy balls hang below lowering its center of gravity. The toy happily balances on a pivot. When rocked it does not fall and instead does a dance.
http://www.arvindguptatoys.com/toys/Rockingtoy.html ","angle, dance, center, fun, balls, cycle, rocking, crazy, inserted, lowering, balances, happily, rocked, rockingtoy.html, spokes, hang, pivot, fall, lid, gravity",1 MIN 18 SEC,ROCKING TOY- KANNADA - 8MB.avi,downloads/ROCKING TOY- KANNADA - 8MB.avi.mp4
43,KANNADA - BALANCING JOKER - 13 JUNE 2010 -,10,Air and sound,http://www.youtube.com/watch?v=FsNefSFtX0s,"This Joker is made from junk and other odd things. It can be pivoted on the finger or on a bottle top. Its long heavy arms lower its center of gravity. On giving it a push the Joker rocks and rolls but doesn't fall. On giving it a twist it will keep dancing in circles for a while.
http://www.arvindguptatoys.com/toys/balancingtoy.html ","bottle, top, lower, push, joker, gravity, heavy, center, finger, giving, fall, circles, junk, dancing, twist, arms, balancingtoy.html, odd, pivoted, rocks, rolls",1 MIN 32 SEC,BALANCING JOKER - KANNADA - 16MB.wmv,downloads/BALANCING JOKER - KANNADA - 16MB.wmv.mp4
43,KANNADA - BALANCING JOKER - 26 JUNE 2010 -,10,Air and sound,http://www.youtube.com/watch?v=FsNefSFtX0s,"This Joker is made from junk and other odd things. It can be pivoted on the finger or on a bottle top. Its long heavy arms lower its center of gravity. On giving it a push the Joker rocks and rolls but doesn't fall. On giving it a twist it will keep dancing in circles for a while.
http://www.arvindguptatoys.com/toys/balancingtoy.html ","bottle, top, lower, push, joker, gravity, heavy, center, finger, giving, fall, circles, junk, dancing, twist, arms, balancingtoy.html, odd, pivoted, rocks, rolls",1 MIN 32 SEC,BALANCING JOKER - KANNADA - 16MB.wmv,downloads/BALANCING JOKER - KANNADA - 16MB.wmv.mp4
44,KANNADA - FLOATING FORKS - 17 NOV 2009 -,10,Air and sound,http://www.youtube.com/watch?v=yxYZjoRyJSw,"While waiting for food in a restaurant you can try this splendid science experiment. You can balance two forks on the head of a tooth pick. The forks will balance when their combined center of gravity will be below the pivot point.
http://www.arvindguptatoys.com/toys/fork.html ","experiment, gravity, center, science, balance, tooth, food, splendid, forks, waiting, pivot, combined, fork.html, restaurant, pick, head",0 MIN 58 SEC,Floating Forks -  Kannada  - 12 MB,downloads/Floating Forks -  Kannada  - 12 MB.mp4
45,KANNADA - WOW!! BALANCE - 17 NOV 2009 -,2,Water and surfaces,http://www.youtube.com/watch?v=j54UXyBqI04,"A 1-ft long PVC pipe has one end cut at a slant of 45-degrees.  Can you make the pipe stand on its slant end?  You can do this by placing a bottle of water and shifting its center of gravity towards the other side. Children will understand a great deal about balance and center of gravity with this bottle stand.
http://www.arvindguptatoys.com/toys/c.g.ofpipe.html ","water, pipe, pvc, balance, center, children, understand, gravity, placing, ft, degrees, stand, slant, deal, shifting, c.g.ofpipe.html, bottle, cut",0 MIN 41 SEC,WOW!! BALANCE - KANNADA - 8MB,downloads/WOW!! BALANCE - KANNADA - 8MB.mp4
46,KANNADA - BALANCING JOKER - 13 JUNE 2010 -,10,Air and sound,http://www.youtube.com/watch?v=FsNefSFtX0s,"This Joker is made from junk and other odd things. It can be pivoted on the finger or on a bottle top. Its long heavy arms lower its center of gravity. On giving it a push the Joker rocks and rolls but doesn't fall. On giving it a twist it will keep dancing in circles for a while.
http://www.arvindguptatoys.com/toys/balancingtoy.html ","bottle, top, lower, push, joker, gravity, heavy, center, finger, giving, fall, circles, junk, dancing, twist, arms, balancingtoy.html, odd, pivoted, rocks, rolls",1 MIN 32 SEC,BALANCING JOKER - KANNADA - 16MB.wmv,downloads/BALANCING JOKER - KANNADA - 16MB.wmv.mp4
